"CITY","ID","NAME","AREA","COORD","QUALITY_INDEX","MEAN_NDVI","ISMT","ISMT_LEVEL"
"Antofagasta","210110214",NA,3046.41432160321,"359114.9, 7392411",60.9166666667,0.117255282433082,0.547343380855769,"Medium High"
"Antofagasta","210110215",NA,975.607682718459,"359265, 7392347",35.25,0.068256608451527,0.52105842320302,"Medium Low"
"Antofagasta","210110216",NA,1219.5100284653,"359556.2, 7392544",44.5833333333,0.068310738562753,0.530651816291094,"Medium High"
"Antofagasta","210110218",NA,14287.6873545427,"359344.6, 7392228",-1,0.060718956768761,0.52105842320266,"Medium Low"
"Antofagasta","210110219",NA,896.170253133067,"359441.8, 7392135",40.25,0.103010354453066,0.521058423202779,"Medium Low"
"Antofagasta","210110222",NA,457.333903143648,"359393.4, 7392208",27.5,0.076125300144773,0.521058423203516,"Medium Low"
"Antofagasta","210110226",NA,695.74838206463,"359443.8, 7392206",33.4166666667,0.069546426757231,0.521058423203049,"Medium Low"
"Antofagasta","210110229",NA,5934.18410778012,"359660.7, 7392074",49.75,0.056765716674023,0.515459931885451,"Medium Low"
"Antofagasta","210110229",NA,5934.18410778012,"359778.5, 7391804",67.25,0.088261699681214,0.515459931885451,"Medium Low"
"Antofagasta","210110229",NA,5934.18410778012,"359723.1, 7391957",63.25,0.095817530974542,0.515459931885451,"Medium Low"
"Antofagasta","210110230",NA,958.795140320202,"359476.6, 7392228",-1,0.070959565421399,0.521058423202914,"Medium Low"
"Antofagasta","210110233",NA,2607.43523041933,"359592.8, 7391731",39.9166666667,0.079813830751536,0.515459931884966,"Medium Low"
"Antofagasta","210110234",NA,2051.64016160005,"359535.6, 7391882",63.25,0.094161948597993,0.515459931886354,"Medium Low"
"Antofagasta","210110236",NA,5416.13294460322,"358660.3, 7391173",44.9166666667,0.105833157027335,0.609831756031445,"Medium High"
"Antofagasta","210110237",NA,3515.87746239643,"358818.1, 7390923",18,0.067198790441185,0.553611141054318,"Medium High"
"Antofagasta","210110238","FELIX CONTRERAS",698.978264275874,"358996.2, 7390726",33.4166666667,0.090595377771829,0.569344396674213,"Medium High"
"Antofagasta","210110239",NA,1010.36090548016,"359219.4, 7390639",47.375,0.085226562447536,0.52641989815897,"Medium Low"
"Antofagasta","210110243",NA,780.593500795017,"359165.1, 7390287",43.375,0.093313256829349,0.537769967751682,"Medium High"
"Antofagasta","210110252","VILLA LOS FLAMENCOS 4",459.89817179204,"357839.7, 7391164",49,0.075746841009215,0.60983175602813,"Medium High"
"Antofagasta","210110263","LOS JACARANDAES",563.277264444623,"357801.6, 7390417",23,0.083824880455472,0.625572182399618,"Medium High"
"Antofagasta","210110264",NA,1236.0637813822,"357731, 7390299",28.125,0.090740126046395,0.625572182398185,"Medium High"
"Antofagasta","210110267",NA,1219.38053950995,"357659.2, 7390119",65.0833333333,0.073019205420562,0.701128883214833,"High"
"Antofagasta","210110269","VILLA COSTA AZUL",1030.60558261776,"357926, 7389418",43.375,0.068514683169309,0.576490391946041,"Medium High"
"Antofagasta","210110270","DEL ALTO",1425.95213354452,"358089, 7389250",51.3333333333,0.079184820324203,0.576490391944872,"Medium High"
"Antofagasta","210110271","VILLA COSTA AZUL",967.424106306811,"357993.9, 7389196",52.375,0.114476979647046,0.576490391943431,"Medium High"
"Antofagasta","210110274",NA,832.477230623041,"358974.1, 7389191",35.625,0.070389958427566,0.582806609622579,"Medium High"
"Antofagasta","210110275","BANDERA",928.957933726866,"358980.3, 7389302",28.125,0.062022031132534,0.516951284215756,"Medium Low"
"Antofagasta","210110280",NA,659.616132231429,"359143.2, 7388362",64.7916666667,0.072897843840044,0.534998835391194,"Medium High"
"Antofagasta","210110283","EL GOLF",1149.46654301454,"358367.3, 7387248",35.625,0.07288768618252,0.522381259809411,"Medium Low"
"Antofagasta","210110284","VIVERO MUNICIPAL",19002.8187209077,"357744.5, 7386479",-1,0.369225356531785,0.522381259810525,"Medium Low"
"Antofagasta","210110286","EL COBRE",870.825923675256,"357698.2, 7384795",51.375,0.124001540286829,0.66001927707118,"High"
"Antofagasta","210110287",NA,774.871197444772,"357664.8, 7384945",67.9166666667,0.081414080257624,0.660019277071241,"High"
"Antofagasta","210110288",NA,1598.38205290149,"357708.8, 7384908",39.7083333333,0.06820892978501,0.66001927707242,"High"
"Antofagasta","210110290","EMILIO SOTOMAYOR",8063.51059703389,"357431.5, 7384512",63.25,0.105068145600701,0.675148897165331,"High"
"Antofagasta","210110294",NA,1370.37732884106,"358758.2, 7384657",68.25,0.089010362128169,0.526096093958476,"Medium Low"
"Antofagasta","210110295",NA,604.933566766427,"358697.5, 7384518",36.2916666667,0.066134927588966,0.526096093958496,"Medium Low"
"Antofagasta","210110298",NA,1098.8684222555,"357674.6, 7382831",-1,0.094327573532933,0.664634155760726,"High"
"Antofagasta","210110299",NA,532.602389503736,"358511.1, 7382842",36.4166666667,0.060146895089356,0.524130982764179,"Medium Low"
"Antofagasta","210110300",NA,752.687841616571,"357425.9, 7381483",47.7083333333,0.111611800616781,0.629138288070848,"Medium High"
"Antofagasta","210110301","11 DE SEPTIEMBRE",480.167095344179,"356880.2, 7381131",44.875,0.102003277981995,0.689181039771578,"High"
"Antofagasta","210110302","DEL CURVITO",1270.82750518527,"356492.3, 7380889",67.5833333333,0.117560891541158,0.696041148304168,"High"
"Antofagasta","210110303",NA,5906.07147376658,"356746.9, 7381016",68.25,0.070703341474411,0.696041148305274,"High"
